"chart_date","rank","track_id","title","artist","peak_rank"
"2004-02-14",3,2428,"Salt Shaker","Ying Yang Twins",2
"2004-02-14",4,2914,"Through The Wire","Kanye West",4
"2004-02-14",5,2612,"Splash Waterfalls","Ludacris",3
"2004-02-14",6,2880,"The Way You Move","OutKast",1
"2004-02-14",7,2948,"Tipsy","J-Kwon",1
"2004-02-14",8,2104,"One Call Away","Chingy",1
"2004-02-14",9,673,"Dirt Off Your Shoulder","Jay Z",2
"2004-02-14",10,621,"Damn!","YoungBloodZ",1
"2004-02-14",11,963,"Gangsta Nation","Westside Connection",9
"2004-02-14",12,1039,"Gigolo","Nick Cannon",9
"2004-02-14",13,2618,"Stand Up","Ludacris",1
"2004-02-14",15,2418,"Runnin (Dying To Live)","Tupac",5
"2004-02-14",17,995,"Get Low","Lil Jon & The East Side Boyz",1
"2004-02-14",18,1434,"I'm Still In Love With You","Sean Paul",8
"2004-02-14",20,916,"Freek-A-Leek","Petey Pablo",2
"2004-02-07",1,2546,"Slow Jamz","Twista",1
"2004-02-07",2,2880,"The Way You Move","OutKast",1
"2004-02-07",3,2428,"Salt Shaker","Ying Yang Twins",2
"2004-02-07",4,2914,"Through The Wire","Kanye West",4
"2004-02-07",5,1258,"Hotel","Cassidy",2
"2004-02-07",6,2612,"Splash Waterfalls","Ludacris",3
"2004-02-07",7,621,"Damn!","YoungBloodZ",1
"2004-02-07",8,2948,"Tipsy","J-Kwon",1
"2004-02-07",9,963,"Gangsta Nation","Westside Connection",9
"2004-02-07",10,673,"Dirt Off Your Shoulder","Jay Z",2
"2004-02-07",11,1039,"Gigolo","Nick Cannon",9
"2004-02-07",12,2618,"Stand Up","Ludacris",1
"2004-02-07",13,2104,"One Call Away","Chingy",1
"2004-02-07",14,2418,"Runnin (Dying To Live)","Tupac",5
"2004-02-07",15,995,"Get Low","Lil Jon & The East Side Boyz",1
"2004-02-07",16,511,"Change Clothes","Jay Z",4
"2004-02-07",19,1434,"I'm Still In Love With You","Sean Paul",8
"2004-02-07",20,1229,"Holidae In","Chingy",2
"2004-01-31",1,2546,"Slow Jamz","Twista",1
"2004-01-31",2,2880,"The Way You Move","OutKast",1
"2004-01-31",3,2428,"Salt Shaker","Ying Yang Twins",2
"2004-01-31",4,2914,"Through The Wire","Kanye West",4
"2004-01-31",5,621,"Damn!","YoungBloodZ",1
"2004-01-31",6,2618,"Stand Up","Ludacris",1
"2004-01-31",7,1258,"Hotel","Cassidy",2
"2004-01-31",8,2612,"Splash Waterfalls","Ludacris",3
"2004-01-31",9,963,"Gangsta Nation","Westside Connection",9
"2004-01-31",10,1039,"Gigolo","Nick Cannon",9
"2004-01-31",11,2418,"Runnin (Dying To Live)","Tupac",5
"2004-01-31",12,511,"Change Clothes","Jay Z",4
"2004-01-31",13,995,"Get Low","Lil Jon & The East Side Boyz",1
"2004-01-31",14,1229,"Holidae In","Chingy",2
"2004-01-31",15,2948,"Tipsy","J-Kwon",1
"2004-01-31",16,673,"Dirt Off Your Shoulder","Jay Z",2
"2004-01-31",17,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2004-01-31",18,2666,"Stunt 101","G Unit",5
"2004-01-31",20,2104,"One Call Away","Chingy",1
"2004-01-24",1,2546,"Slow Jamz","Twista",1
"2004-01-24",2,2880,"The Way You Move","OutKast",1
"2004-01-24",3,2618,"Stand Up","Ludacris",1
"2004-01-24",4,621,"Damn!","YoungBloodZ",1
"2004-01-24",5,2428,"Salt Shaker","Ying Yang Twins",2
"2004-01-24",6,511,"Change Clothes","Jay Z",4
"2004-01-24",7,2914,"Through The Wire","Kanye West",4
"2004-01-24",8,2418,"Runnin (Dying To Live)","Tupac",5
"2004-01-24",9,1039,"Gigolo","Nick Cannon",9
"2004-01-24",10,995,"Get Low","Lil Jon & The East Side Boyz",1
"2004-01-24",11,1229,"Holidae In","Chingy",2
"2004-01-24",12,963,"Gangsta Nation","Westside Connection",9
"2004-01-24",13,2666,"Stunt 101","G Unit",5
"2004-01-24",14,1258,"Hotel","Cassidy",2
"2004-01-24",15,2612,"Splash Waterfalls","Ludacris",3
"2004-01-24",16,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2004-01-24",17,2670,"Suga Suga","Baby Bash",10
"2004-01-24",19,2365,"Right Thurr","Chingy",1
"2004-01-17",1,2880,"The Way You Move","OutKast",1
"2004-01-17",2,2546,"Slow Jamz","Twista",1
"2004-01-17",3,2618,"Stand Up","Ludacris",1
"2004-01-17",4,621,"Damn!","YoungBloodZ",1
"2004-01-17",5,511,"Change Clothes","Jay Z",4
"2004-01-17",6,2418,"Runnin (Dying To Live)","Tupac",5
"2004-01-17",7,2428,"Salt Shaker","Ying Yang Twins",2
"2004-01-17",8,995,"Get Low","Lil Jon & The East Side Boyz",1
"2004-01-17",9,1229,"Holidae In","Chingy",2
"2004-01-17",10,2914,"Through The Wire","Kanye West",4
"2004-01-17",11,1039,"Gigolo","Nick Cannon",9
"2004-01-17",12,2666,"Stunt 101","G Unit",5
"2004-01-17",13,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2004-01-17",14,1258,"Hotel","Cassidy",2
"2004-01-17",16,963,"Gangsta Nation","Westside Connection",9
"2004-01-17",17,2365,"Right Thurr","Chingy",1
"2004-01-17",18,2670,"Suga Suga","Baby Bash",10
"2004-01-17",19,2612,"Splash Waterfalls","Ludacris",3
"2004-01-10",1,2880,"The Way You Move","OutKast",1
"2004-01-10",2,2546,"Slow Jamz","Twista",1
"2004-01-10",3,2618,"Stand Up","Ludacris",1
"2004-01-10",4,621,"Damn!","YoungBloodZ",1
"2004-01-10",5,511,"Change Clothes","Jay Z",4
"2004-01-10",6,2418,"Runnin (Dying To Live)","Tupac",5
"2004-01-10",7,2428,"Salt Shaker","Ying Yang Twins",2
"2004-01-10",8,995,"Get Low","Lil Jon & The East Side Boyz",1
"2004-01-10",9,2914,"Through The Wire","Kanye West",4
"2004-01-10",10,1229,"Holidae In","Chingy",2
"2004-01-10",11,2666,"Stunt 101","G Unit",5
"2004-01-10",12,1039,"Gigolo","Nick Cannon",9
"2004-01-10",13,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2004-01-10",14,963,"Gangsta Nation","Westside Connection",9
"2004-01-10",15,2670,"Suga Suga","Baby Bash",10
"2004-01-10",17,1258,"Hotel","Cassidy",2
"2004-01-10",18,2365,"Right Thurr","Chingy",1
"2004-01-10",19,2612,"Splash Waterfalls","Ludacris",3
"2004-01-03",1,2880,"The Way You Move","OutKast",1
"2004-01-03",2,2546,"Slow Jamz","Twista",1
"2004-01-03",3,2618,"Stand Up","Ludacris",1
"2004-01-03",4,621,"Damn!","YoungBloodZ",1
"2004-01-03",5,511,"Change Clothes","Jay Z",4
"2004-01-03",6,2418,"Runnin (Dying To Live)","Tupac",5
"2004-01-03",7,1229,"Holidae In","Chingy",2
"2004-01-03",8,2666,"Stunt 101","G Unit",5
"2004-01-03",9,995,"Get Low","Lil Jon & The East Side Boyz",1
"2004-01-03",10,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2004-01-03",11,2428,"Salt Shaker","Ying Yang Twins",2
"2004-01-03",12,1039,"Gigolo","Nick Cannon",9
"2004-01-03",13,2914,"Through The Wire","Kanye West",4
"2004-01-03",14,2670,"Suga Suga","Baby Bash",10
"2004-01-03",15,963,"Gangsta Nation","Westside Connection",9
"2004-01-03",17,1258,"Hotel","Cassidy",2
"2004-01-03",18,2365,"Right Thurr","Chingy",1
"2004-01-03",20,2172,"Pass That Dutch","Missy Elliott",9
"2003-12-27",1,2880,"The Way You Move","OutKast",1
"2003-12-27",2,2618,"Stand Up","Ludacris",1
"2003-12-27",3,621,"Damn!","YoungBloodZ",1
"2003-12-27",4,511,"Change Clothes","Jay Z",4
"2003-12-27",5,2418,"Runnin (Dying To Live)","Tupac",5
"2003-12-27",6,2666,"Stunt 101","G Unit",5
"2003-12-27",7,1229,"Holidae In","Chingy",2
"2003-12-27",8,2546,"Slow Jamz","Twista",1
"2003-12-27",9,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2003-12-27",10,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-12-27",11,2428,"Salt Shaker","Ying Yang Twins",2
"2003-12-27",12,1039,"Gigolo","Nick Cannon",9
"2003-12-27",13,2670,"Suga Suga","Baby Bash",10
"2003-12-27",14,2914,"Through The Wire","Kanye West",4
"2003-12-27",15,2365,"Right Thurr","Chingy",1
"2003-12-27",17,963,"Gangsta Nation","Westside Connection",9
"2003-12-27",18,2172,"Pass That Dutch","Missy Elliott",9
"2003-12-27",19,1258,"Hotel","Cassidy",2
"2003-12-20",1,2880,"The Way You Move","OutKast",1
"2003-12-20",2,2618,"Stand Up","Ludacris",1
"2003-12-20",3,621,"Damn!","YoungBloodZ",1
"2003-12-20",4,1229,"Holidae In","Chingy",2
"2003-12-20",5,2666,"Stunt 101","G Unit",5
"2003-12-20",6,511,"Change Clothes","Jay Z",4
"2003-12-20",7,2418,"Runnin (Dying To Live)","Tupac",5
"2003-12-20",8,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2003-12-20",9,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-12-20",10,2546,"Slow Jamz","Twista",1
"2003-12-20",11,2365,"Right Thurr","Chingy",1
"2003-12-20",12,2670,"Suga Suga","Baby Bash",10
"2003-12-20",13,1039,"Gigolo","Nick Cannon",9
"2003-12-20",14,2428,"Salt Shaker","Ying Yang Twins",2
"2003-12-20",15,2914,"Through The Wire","Kanye West",4
"2003-12-20",17,2172,"Pass That Dutch","Missy Elliott",9
"2003-12-20",18,963,"Gangsta Nation","Westside Connection",9
"2003-12-20",20,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-12-13",1,2618,"Stand Up","Ludacris",1
"2003-12-13",2,2880,"The Way You Move","OutKast",1
"2003-12-13",3,621,"Damn!","YoungBloodZ",1
"2003-12-13",4,1229,"Holidae In","Chingy",2
"2003-12-13",5,2666,"Stunt 101","G Unit",5
"2003-12-13",6,511,"Change Clothes","Jay Z",4
"2003-12-13",7,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2003-12-13",8,2418,"Runnin (Dying To Live)","Tupac",5
"2003-12-13",9,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-12-13",10,2365,"Right Thurr","Chingy",1
"2003-12-13",11,2670,"Suga Suga","Baby Bash",10
"2003-12-13",12,2546,"Slow Jamz","Twista",1
"2003-12-13",13,1039,"Gigolo","Nick Cannon",9
"2003-12-13",15,2172,"Pass That Dutch","Missy Elliott",9
"2003-12-13",16,2428,"Salt Shaker","Ying Yang Twins",2
"2003-12-13",17,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-12-13",19,963,"Gangsta Nation","Westside Connection",9
"2003-12-13",20,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-12-06",1,2618,"Stand Up","Ludacris",1
"2003-12-06",2,2880,"The Way You Move","OutKast",1
"2003-12-06",3,1229,"Holidae In","Chingy",2
"2003-12-06",4,621,"Damn!","YoungBloodZ",1
"2003-12-06",5,2666,"Stunt 101","G Unit",5
"2003-12-06",6,511,"Change Clothes","Jay Z",4
"2003-12-06",7,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2003-12-06",8,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-12-06",9,2418,"Runnin (Dying To Live)","Tupac",5
"2003-12-06",10,2365,"Right Thurr","Chingy",1
"2003-12-06",11,2670,"Suga Suga","Baby Bash",10
"2003-12-06",13,2172,"Pass That Dutch","Missy Elliott",9
"2003-12-06",14,2546,"Slow Jamz","Twista",1
"2003-12-06",15,1039,"Gigolo","Nick Cannon",9
"2003-12-06",16,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-12-06",19,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-12-06",20,963,"Gangsta Nation","Westside Connection",9
"2003-11-29",1,2618,"Stand Up","Ludacris",1
"2003-11-29",2,1229,"Holidae In","Chingy",2
"2003-11-29",3,621,"Damn!","YoungBloodZ",1
"2003-11-29",4,2880,"The Way You Move","OutKast",1
"2003-11-29",5,2666,"Stunt 101","G Unit",5
"2003-11-29",6,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-11-29",7,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2003-11-29",8,511,"Change Clothes","Jay Z",4
"2003-11-29",9,2418,"Runnin (Dying To Live)","Tupac",5
"2003-11-29",10,2365,"Right Thurr","Chingy",1
"2003-11-29",11,2670,"Suga Suga","Baby Bash",10
"2003-11-29",12,2172,"Pass That Dutch","Missy Elliott",9
"2003-11-29",14,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-11-29",16,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-11-29",19,963,"Gangsta Nation","Westside Connection",9
"2003-11-22",1,2618,"Stand Up","Ludacris",1
"2003-11-22",2,1229,"Holidae In","Chingy",2
"2003-11-22",3,621,"Damn!","YoungBloodZ",1
"2003-11-22",4,2880,"The Way You Move","OutKast",1
"2003-11-22",5,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-11-22",6,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2003-11-22",7,2666,"Stunt 101","G Unit",5
"2003-11-22",8,2365,"Right Thurr","Chingy",1
"2003-11-22",9,2418,"Runnin (Dying To Live)","Tupac",5
"2003-11-22",10,511,"Change Clothes","Jay Z",4
"2003-11-22",11,2172,"Pass That Dutch","Missy Elliott",9
"2003-11-22",12,2670,"Suga Suga","Baby Bash",10
"2003-11-22",13,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-11-22",16,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-11-22",18,2146,"P.I.M.P.","50 Cent",1
"2003-11-22",19,963,"Gangsta Nation","Westside Connection",9
"2003-11-15",1,2618,"Stand Up","Ludacris",1
"2003-11-15",2,1229,"Holidae In","Chingy",2
"2003-11-15",3,621,"Damn!","YoungBloodZ",1
"2003-11-15",4,2880,"The Way You Move","OutKast",1
"2003-11-15",5,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-11-15",6,2365,"Right Thurr","Chingy",1
"2003-11-15",7,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2003-11-15",8,2666,"Stunt 101","G Unit",5
"2003-11-15",9,2172,"Pass That Dutch","Missy Elliott",9
"2003-11-15",10,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-11-15",11,2418,"Runnin (Dying To Live)","Tupac",5
"2003-11-15",12,2670,"Suga Suga","Baby Bash",10
"2003-11-15",15,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-11-15",16,511,"Change Clothes","Jay Z",4
"2003-11-15",17,2146,"P.I.M.P.","50 Cent",1
"2003-11-15",18,1499,"Into You","Fabolous",4
"2003-11-08",1,2618,"Stand Up","Ludacris",1
"2003-11-08",2,1229,"Holidae In","Chingy",2
"2003-11-08",3,621,"Damn!","YoungBloodZ",1
"2003-11-08",4,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-11-08",5,2880,"The Way You Move","OutKast",1
"2003-11-08",6,2365,"Right Thurr","Chingy",1
"2003-11-08",7,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2003-11-08",8,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-11-08",9,2172,"Pass That Dutch","Missy Elliott",9
"2003-11-08",10,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-11-08",11,2670,"Suga Suga","Baby Bash",10
"2003-11-08",12,2418,"Runnin (Dying To Live)","Tupac",5
"2003-11-08",14,2146,"P.I.M.P.","50 Cent",1
"2003-11-08",15,2666,"Stunt 101","G Unit",5
"2003-11-08",17,1499,"Into You","Fabolous",4
"2003-11-01",1,2618,"Stand Up","Ludacris",1
"2003-11-01",2,621,"Damn!","YoungBloodZ",1
"2003-11-01",3,1229,"Holidae In","Chingy",2
"2003-11-01",4,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-11-01",5,2365,"Right Thurr","Chingy",1
"2003-11-01",6,2880,"The Way You Move","OutKast",1
"2003-11-01",7,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-11-01",8,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-11-01",9,2172,"Pass That Dutch","Missy Elliott",9
"2003-11-01",10,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2003-11-01",11,2670,"Suga Suga","Baby Bash",10
"2003-11-01",12,2146,"P.I.M.P.","50 Cent",1
"2003-11-01",13,1499,"Into You","Fabolous",4
"2003-11-01",14,2418,"Runnin (Dying To Live)","Tupac",5
"2003-10-25",1,2618,"Stand Up","Ludacris",1
"2003-10-25",2,621,"Damn!","YoungBloodZ",1
"2003-10-25",3,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-10-25",4,2365,"Right Thurr","Chingy",1
"2003-10-25",5,1229,"Holidae In","Chingy",2
"2003-10-25",6,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-10-25",7,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-10-25",8,2880,"The Way You Move","OutKast",1
"2003-10-25",9,1499,"Into You","Fabolous",4
"2003-10-25",10,2146,"P.I.M.P.","50 Cent",1
"2003-10-25",11,2670,"Suga Suga","Baby Bash",10
"2003-10-25",12,2172,"Pass That Dutch","Missy Elliott",9
"2003-10-25",13,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2003-10-25",14,2418,"Runnin (Dying To Live)","Tupac",5
"2003-10-18",1,621,"Damn!","YoungBloodZ",1
"2003-10-18",2,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-10-18",3,2618,"Stand Up","Ludacris",1
"2003-10-18",4,2365,"Right Thurr","Chingy",1
"2003-10-18",5,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-10-18",6,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-10-18",7,1229,"Holidae In","Chingy",2
"2003-10-18",8,1499,"Into You","Fabolous",4
"2003-10-18",9,2146,"P.I.M.P.","50 Cent",1
"2003-10-18",10,2880,"The Way You Move","OutKast",1
"2003-10-18",11,2670,"Suga Suga","Baby Bash",10
"2003-10-18",12,2172,"Pass That Dutch","Missy Elliott",9
"2003-10-18",14,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2003-10-18",17,1690,"Let's Get Down","Bow Wow",6
"2003-10-18",19,2418,"Runnin (Dying To Live)","Tupac",5
"2003-10-11",1,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-10-11",2,621,"Damn!","YoungBloodZ",1
"2003-10-11",3,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-10-11",4,2365,"Right Thurr","Chingy",1
"2003-10-11",5,2618,"Stand Up","Ludacris",1
"2003-10-11",6,1499,"Into You","Fabolous",4
"2003-10-11",7,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-10-11",8,2146,"P.I.M.P.","50 Cent",1
"2003-10-11",9,1229,"Holidae In","Chingy",2
"2003-10-11",10,2880,"The Way You Move","OutKast",1
"2003-10-11",11,2670,"Suga Suga","Baby Bash",10
"2003-10-11",12,1690,"Let's Get Down","Bow Wow",6
"2003-10-11",14,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2003-10-11",19,1813,"Magic Stick","Lil' Kim",1
"2003-10-04",1,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-10-04",2,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-10-04",3,2365,"Right Thurr","Chingy",1
"2003-10-04",4,621,"Damn!","YoungBloodZ",1
"2003-10-04",5,1499,"Into You","Fabolous",4
"2003-10-04",6,2146,"P.I.M.P.","50 Cent",1
"2003-10-04",7,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-10-04",8,2618,"Stand Up","Ludacris",1
"2003-10-04",9,1690,"Let's Get Down","Bow Wow",6
"2003-10-04",10,1229,"Holidae In","Chingy",2
"2003-10-04",11,2670,"Suga Suga","Baby Bash",10
"2003-10-04",13,2880,"The Way You Move","OutKast",1
"2003-10-04",15,1813,"Magic Stick","Lil' Kim",1
"2003-10-04",18,1720,"Like Glue","Sean Paul",5
"2003-10-04",19,3086,"Wat Da Hook Gon Be","Murphy Lee",6
"2003-09-27",1,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-09-27",2,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-09-27",3,2365,"Right Thurr","Chingy",1
"2003-09-27",4,1499,"Into You","Fabolous",4
"2003-09-27",5,2146,"P.I.M.P.","50 Cent",1
"2003-09-27",6,621,"Damn!","YoungBloodZ",1
"2003-09-27",7,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-09-27",8,1690,"Let's Get Down","Bow Wow",6
"2003-09-27",9,2618,"Stand Up","Ludacris",1
"2003-09-27",10,2670,"Suga Suga","Baby Bash",10
"2003-09-27",11,1229,"Holidae In","Chingy",2
"2003-09-27",12,1720,"Like Glue","Sean Paul",5
"2003-09-27",14,1813,"Magic Stick","Lil' Kim",1
"2003-09-27",20,2880,"The Way You Move","OutKast",1
"2003-09-20",1,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-09-20",2,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-09-20",3,2365,"Right Thurr","Chingy",1
"2003-09-20",4,1499,"Into You","Fabolous",4
"2003-09-20",5,2146,"P.I.M.P.","50 Cent",1
"2003-09-20",6,621,"Damn!","YoungBloodZ",1
"2003-09-20",7,1690,"Let's Get Down","Bow Wow",6
"2003-09-20",8,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-09-20",9,2618,"Stand Up","Ludacris",1
"2003-09-20",10,1720,"Like Glue","Sean Paul",5
"2003-09-20",11,2670,"Suga Suga","Baby Bash",10
"2003-09-20",12,1813,"Magic Stick","Lil' Kim",1
"2003-09-20",14,983,"Get Busy","Sean Paul",2
"2003-09-20",16,1718,"Like A Pimp","David Banner",10
"2003-09-20",17,1229,"Holidae In","Chingy",2
"2003-09-13",1,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-09-13",2,2365,"Right Thurr","Chingy",1
"2003-09-13",3,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-09-13",4,2146,"P.I.M.P.","50 Cent",1
"2003-09-13",5,1499,"Into You","Fabolous",4
"2003-09-13",6,1690,"Let's Get Down","Bow Wow",6
"2003-09-13",7,621,"Damn!","YoungBloodZ",1
"2003-09-13",8,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-09-13",9,1720,"Like Glue","Sean Paul",5
"2003-09-13",10,1813,"Magic Stick","Lil' Kim",1
"2003-09-13",11,2670,"Suga Suga","Baby Bash",10
"2003-09-13",13,2618,"Stand Up","Ludacris",1
"2003-09-13",14,983,"Get Busy","Sean Paul",2
"2003-09-13",16,1718,"Like A Pimp","David Banner",10
"2003-09-06",1,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-09-06",2,2365,"Right Thurr","Chingy",1
"2003-09-06",3,2146,"P.I.M.P.","50 Cent",1
"2003-09-06",4,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-09-06",5,1499,"Into You","Fabolous",4
"2003-09-06",6,1690,"Let's Get Down","Bow Wow",6
"2003-09-06",7,1720,"Like Glue","Sean Paul",5
"2003-09-06",8,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-09-06",9,621,"Damn!","YoungBloodZ",1
"2003-09-06",10,1813,"Magic Stick","Lil' Kim",1
"2003-09-06",11,983,"Get Busy","Sean Paul",2
"2003-09-06",13,1718,"Like A Pimp","David Banner",10
"2003-09-06",14,2670,"Suga Suga","Baby Bash",10
"2003-09-06",18,34,"21 Questions","50 Cent",1
"2003-09-06",20,2618,"Stand Up","Ludacris",1
"2003-08-30",1,2146,"P.I.M.P.","50 Cent",1
"2003-08-30",2,2365,"Right Thurr","Chingy",1
"2003-08-30",3,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-08-30",4,1499,"Into You","Fabolous",4
"2003-08-30",5,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-08-30",6,1720,"Like Glue","Sean Paul",5
"2003-08-30",7,1690,"Let's Get Down","Bow Wow",6
"2003-08-30",8,1813,"Magic Stick","Lil' Kim",1
"2003-08-30",9,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-08-30",10,621,"Damn!","YoungBloodZ",1
"2003-08-30",11,983,"Get Busy","Sean Paul",2
"2003-08-30",13,1718,"Like A Pimp","David Banner",10
"2003-08-30",14,34,"21 Questions","50 Cent",1
"2003-08-30",15,2670,"Suga Suga","Baby Bash",10
"2003-08-30",18,481,"Can't Let You Go","Fabolous",2
"2003-08-23",1,2146,"P.I.M.P.","50 Cent",1
"2003-08-23",2,2365,"Right Thurr","Chingy",1
"2003-08-23",3,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-08-23",4,1499,"Into You","Fabolous",4
"2003-08-23",5,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-08-23",6,1720,"Like Glue","Sean Paul",5
"2003-08-23",7,1690,"Let's Get Down","Bow Wow",6
"2003-08-23",8,1813,"Magic Stick","Lil' Kim",1
"2003-08-23",9,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-08-23",10,983,"Get Busy","Sean Paul",2
"2003-08-23",11,621,"Damn!","YoungBloodZ",1
"2003-08-23",12,1718,"Like A Pimp","David Banner",10
"2003-08-23",14,34,"21 Questions","50 Cent",1
"2003-08-23",15,481,"Can't Let You Go","Fabolous",2
"2003-08-23",18,1476,"In Da Club","50 Cent",1
"2003-08-16",1,2365,"Right Thurr","Chingy",1
"2003-08-16",2,2146,"P.I.M.P.","50 Cent",1
"2003-08-16",3,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-08-16",4,1499,"Into You","Fabolous",4
"2003-08-16",5,1720,"Like Glue","Sean Paul",5
"2003-08-16",6,1813,"Magic Stick","Lil' Kim",1
"2003-08-16",7,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-08-16",8,1690,"Let's Get Down","Bow Wow",6
"2003-08-16",9,983,"Get Busy","Sean Paul",2
"2003-08-16",10,486,"Can't Stop, Won't Stop","Young Gunz",6
"2003-08-16",11,1718,"Like A Pimp","David Banner",10
"2003-08-16",13,34,"21 Questions","50 Cent",1
"2003-08-16",14,481,"Can't Let You Go","Fabolous",2
"2003-08-16",15,621,"Damn!","YoungBloodZ",1
"2003-08-16",16,1989,"Never Scared","Bone Crusher",6
"2003-08-16",19,1476,"In Da Club","50 Cent",1
"2003-08-09",1,2365,"Right Thurr","Chingy",1
"2003-08-09",2,2146,"P.I.M.P.","50 Cent",1
"2003-08-09",3,995,"Get Low","Lil Jon & The East Side Boyz",1
"2003-08-09",4,1499,"Into You","Fabolous",4
"2003-08-09",5,1813,"Magic Stick","Lil' Kim",1
"2003-08-09",6,1720,"Like Glue","Sean Paul",5
"2003-08-09",7,2478,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",1
"2003-08-09",8,983,"Get Busy","Sean Paul",2
"2003-08-09",9,1690,"Let's Get Down","Bow Wow",6
"2003-08-09",10,1718,"Like A Pimp","David Banner",10
"2003-08-09",11,34,"21 Questions","50 Cent",1
"2003-08-09",13,481,"Can't Let You Go","Fabolous",2
"2003-08-09",14,486,"Can't Stop, Won't Stop","Young Gunz",6
